Credit Score,City,Credit Balance,Checking Account Number,PIN,Zip,Checking Balance,Last Name,Address,First Name,Credit Limit,Savings Balance,Phone Number,ID,State,Savings Account Number,Date of Birth,Credit Account Number
483,El Paso,22.77,1000686,4881,79999,2257.01,Gonzalez,101 Random Rd.,Mary,200,24009.65,(915) 123-4567,686,TX,2000686,10/11/72,3000686
790,El Paso,1976.1,1000376,1995,79999,2319.71,Stafford,101 Random Rd.,Lisa,7600,22353.84,(915) 123-4567,376,TX,2000376,7/1/02,3000376
513,El Paso,2.96,1000918,3940,79999,2451.11,Miller,101 Random Rd.,Steven,200,8139.03,(915) 123-4567,918,TX,2000918,3/24/84,3000918
460,El Paso,3.23,1000664,7494,79999,1998.28,Henry,101 Random Rd.,Lawrence,300,13101.74,(915) 123-4567,664,TX,2000664,4/4/98,3000664
341,Anaheim,23.62,1000036,3573,92802,1607.45,Disney,1313 Disneyland Dr.,Stitch,100,526.85,(714) 781-4636,36,CA,2000036,7/10/74,3000036
692,El Paso,1650.29,1000365,1764,79999,1748.39,Johnson,101 Random Rd.,Edward,6600,22841.84,(915) 123-4567,365,TX,2000365,8/24/75,3000365
581,El Paso,551.83,1000851,2936,79999,2329.52,Lloyd,101 Random Rd.,Nicole,1900,22216.76,(915) 123-4567,851,TX,2000851,11/23/51,3000851
828,El Paso,4875.25,1000594,6949,79999,2295,Barber,101 Random Rd.,Anthony,19500,1815.62,(915) 123-4567,594,TX,2000594,4/20/51,3000594
300,El Paso,120.73,1000741,1107,79999,1760.96,Boone,101 Random Rd.,Kevin,600,2490.12,(915) 123-4567,741,TX,2000741,11/24/00,3000741
693,El Paso,0.63,1000274,1439,79999,1830.36,Davis,101 Random Rd.,Robert,5800,16861.62,(915) 123-4567,274,TX,2000274,1/24/78,3000274
402,El Paso,34.95,1000331,5284,79999,2129.87,Shepherd,101 Random Rd.,Amanda,200,19472.58,(915) 123-4567,331,TX,2000331,12/30/95,3000331
659,El Paso,155.09,1000250,8277,79999,1840.35,Porter,101 Random Rd.,Darin,3100,14784.19,(915) 123-4567,250,TX,2000250,7/13/31,3000250
303,El Paso,69.51,1000709,6406,79999,1707.16,Hernandez,101 Random Rd.,Douglas,300,22860.39,(915) 123-4567,709,TX,2000709,9/22/28,3000709
696,El Paso,806.53,1000435,7990,79999,1587.15,Brown,101 Random Rd.,Rebecca,6200,20064.17,(915) 123-4567,435,TX,2000435,3/9/55,3000435
398,El Paso,28.35,1000277,7445,79999,2373.07,Garcia,101 Random Rd.,Susan,200,23982.21,(915) 123-4567,277,TX,2000277,10/20/46,3000277
356,El Paso,156.14,1000417,8991,79999,2030.78,Bass,101 Random Rd.,Adam,600,12316.47,(915) 123-4567,417,TX,2000417,7/30/79,3000417
640,El Paso,784.31,1000202,5197,79999,2346.39,Holmes,101 Random Rd.,Ethan,2800,9573.01,(915) 123-4567,202,TX,2000202,2/29/56,3000202
613,El Paso,297.69,1000272,1878,79999,1946.75,Richards,101 Random Rd.,Mark,3300,22554.21,(915) 123-4567,272,TX,2000272,3/23/36,3000272
469,El Paso,5.42,1000531,1141,79999,1880.91,Carter,101 Random Rd.,Alexander,500,14043.87,(915) 123-4567,531,TX,2000531,9/21/65,3000531
761,El Paso,2600.85,1000561,5760,79999,2297.77,Welch,101 Random Rd.,Joel,10000,11598.33,(915) 123-4567,561,TX,2000561,12/27/46,3000561
781,El Paso,1092.11,1000356,8413,79999,1714.85,Cordova,101 Random Rd.,Elizabeth,9100,2365.7,(915) 123-4567,356,TX,2000356,1/16/99,3000356
523,El Paso,130.97,1000926,1355,79999,2253.68,Ponce,101 Random Rd.,Ruth,500,8080.71,(915) 123-4567,926,TX,2000926,1/24/62,3000926
752,Anaheim,1767.54,1000003,3375,92802,1835.37,Mouse,1313 Disneyland Dr.,Minnie,9300,14392.93,(714) 781-4636,3,CA,2000003,6/14/66,3000003
321,Anaheim,54.91,1000023,2189,92802,1782.42,Lion,1313 Disneyland Dr.,Scar,300,15565.45,(714) 781-4636,23,CA,2000023,1/21/82,3000023
616,El Paso,198.52,1000905,7559,79999,2380,Moss,101 Random Rd.,Rodney,3300,7724.67,(915) 123-4567,905,TX,2000905,6/12/17,3000905
479,El Paso,13.58,1000968,6806,79999,1666.73,Fuller,101 Random Rd.,Amy,100,21492.44,(915) 123-4567,968,TX,2000968,12/24/10,3000968
687,El Paso,1560.83,1000665,3462,79999,2004.85,Sanders,101 Random Rd.,Gabriel,6000,8878.72,(915) 123-4567,665,TX,2000665,2/12/72,3000665
663,El Paso,484.86,1000728,3729,79999,2182.22,Hobbs,101 Random Rd.,Willie,4400,5794.28,(915) 123-4567,728,TX,2000728,5/27/67,3000728
758,El Paso,428.81,1000132,6938,79999,2105.14,Arias,101 Random Rd.,Hannah,10700,23680.15,(915) 123-4567,132,TX,2000132,6/8/31,3000132
709,El Paso,825.43,1000872,8962,79999,2423.69,Ross,101 Random Rd.,Mindy,5500,14975.4,(915) 123-4567,872,TX,2000872,9/11/60,3000872
755,El Paso,1365.52,1000167,1545,79999,2316.28,Sanchez,101 Random Rd.,Anthony,10500,7355.54,(915) 123-4567,167,TX,2000167,1/29/50,3000167
428,El Paso,32.25,1000787,4787,79999,1615.31,Smith,101 Random Rd.,Kathy,200,5758.81,(915) 123-4567,787,TX,2000787,7/8/38,3000787
779,El Paso,2835.99,1000471,4873,79999,1644.4,Ramos,101 Random Rd.,Eric,13500,19063.94,(915) 123-4567,471,TX,2000471,3/4/05,3000471
603,El Paso,340.14,1001009,4387,79999,2096.83,Moss,101 Random Rd.,Beth,2000,19185.4,(915) 123-4567,1009,TX,2001009,10/24/10,3001009
589,El Paso,100.87,1001004,4947,79999,2046.48,Thomas,101 Random Rd.,Tammy,2500,1098.27,(915) 123-4567,1004,TX,2001004,9/21/29,3001004
652,El Paso,900.35,1000467,8345,79999,1706.97,Stanton,101 Random Rd.,Wendy,3000,8823.9,(915) 123-4567,467,TX,2000467,1/16/69,3000467
700,El Paso,1404.61,1000490,7823,79999,2016.5,Anderson,101 Random Rd.,Jessica,5200,2009.98,(915) 123-4567,490,TX,2000490,1/2/62,3000490
390,El Paso,104.92,1000255,7675,79999,2155.29,Padilla,101 Random Rd.,Brooke,400,2419.41,(915) 123-4567,255,TX,2000255,6/19/06,3000255
514,El Paso,23.97,1000917,1388,79999,2196.07,Jackson,101 Random Rd.,Lisa,100,10067.94,(915) 123-4567,917,TX,2000917,3/16/13,3000917
708,El Paso,520.06,1000142,3297,79999,1882.19,Hernandez,101 Random Rd.,Edward,5200,19775.66,(915) 123-4567,142,TX,2000142,5/6/52,3000142
492,El Paso,4.93,1000618,1644,79999,1786.06,Baxter,101 Random Rd.,Tyler,400,16772.75,(915) 123-4567,618,TX,2000618,7/2/12,3000618
654,El Paso,760.64,1000089,7789,79999,1884.01,Rush,101 Random Rd.,Ryan,3800,16077.21,(915) 123-4567,89,TX,2000089,7/29/93,3000089
365,El Paso,130.86,1000309,1114,79999,2049.79,Morales,101 Random Rd.,Denise,500,14613.3,(915) 123-4567,309,TX,2000309,3/10/45,3000309
475,El Paso,50.33,1000845,9357,79999,1738.88,Gomez,101 Random Rd.,Joshua,500,18631.28,(915) 123-4567,845,TX,2000845,1/12/04,3000845
844,El Paso,326.51,1000849,2197,79999,1696.62,Hicks,101 Random Rd.,Alison,16300,10755.46,(915) 123-4567,849,TX,2000849,2/5/61,3000849
326,El Paso,6.97,1001031,6732,79999,1516.45,Harris,101 Random Rd.,Kimberly,200,7135.03,(915) 123-4567,1031,TX,2001031,11/9/95,3001031
538,Anaheim,25.75,1000013,2938,92802,1946.87,Disney,1313 Disneyland Dr.,Mufassa,500,4745.72,(714) 781-4636,13,CA,2000013,9/25/67,3000013
755,El Paso,272.06,1000620,7174,79999,1828.21,Perry,101 Random Rd.,Jared,13600,7866.01,(915) 123-4567,620,TX,2000620,7/13/83,3000620
672,El Paso,275.23,1000800,4464,79999,1903.28,Ayala,101 Random Rd.,George,5500,9337.77,(915) 123-4567,800,TX,2000800,7/12/62,3000800
834,El Paso,1010.71,1000170,1911,79999,2223.49,Bennett,101 Random Rd.,Linda,20200,10188.77,(915) 123-4567,170,TX,2000170,12/12/37,3000170
407,El Paso,42.29,1001023,5526,79999,2432.74,Martinez,101 Random Rd.,Kristen,200,1461.36,(915) 123-4567,1023,TX,2001023,6/29/32,3001023
559,El Paso,52.62,1001022,2798,79999,1797.49,Yu,101 Random Rd.,Lisa,400,13495.77,(915) 123-4567,1022,TX,2001022,2/17/58,3001022
446,El Paso,3.61,1000375,6194,79999,2284.65,Smith,101 Random Rd.,Dean,300,19933.47,(915) 123-4567,375,TX,2000375,12/31/18,3000375
643,El Paso,840.61,1000091,9894,79999,2314.41,Patel,101 Random Rd.,Brad,3000,12475.95,(915) 123-4567,91,TX,2000091,5/1/01,3000091
387,El Paso,96.53,1000068,2601,79968,1666.83,OrnelasGutierrez,500 W. University Ave.,Mauricio,600,12303.87,(915) 747-5000,68,TX,2000068,3/10/61,3000068
502,El Paso,120.08,1000161,7146,79999,1907.07,Neal,101 Random Rd.,Lauren,400,24305.76,(915) 123-4567,161,TX,2000161,6/21/54,3000161
638,El Paso,0.57,1000336,2432,79999,1685.05,Porter,101 Random Rd.,Chelsea,1700,23081.76,(915) 123-4567,336,TX,2000336,4/19/48,3000336
426,El Paso,60.91,1000175,8387,79999,2281.84,Garcia,101 Random Rd.,Andrew,400,15037.39,(915) 123-4567,175,TX,2000175,8/11/91,3000175
685,El Paso,1608.61,1000130,3521,79999,1982.17,Miller,101 Random Rd.,Shane,6700,8013.25,(915) 123-4567,130,TX,2000130,12/29/54,3000130
471,El Paso,2.61,1000751,7268,79999,2140.92,Davenport,101 Random Rd.,Howard,200,16087.01,(915) 123-4567,751,TX,2000751,8/8/85,3000751
454,El Paso,38.7,1000227,7114,79999,2251.72,Mccarthy,101 Random Rd.,Maria,200,10336.53,(915) 123-4567,227,TX,2000227,7/5/50,3000227
708,El Paso,2100.34,1000980,2402,79999,1774.08,Black,101 Random Rd.,Mariah,7000,19703.75,(915) 123-4567,980,TX,2000980,8/22/01,3000980
551,El Paso,10.03,1000769,9254,79999,1956.01,Mendoza,101 Random Rd.,Laurie,200,4307.07,(915) 123-4567,769,TX,2000769,8/13/85,3000769
495,El Paso,30.82,1000271,4163,79999,2020,Davis,101 Random Rd.,Tanya,200,3162.94,(915) 123-4567,271,TX,2000271,10/2/29,3000271
515,El Paso,4.65,1000638,8764,79999,1894.23,Tran,101 Random Rd.,Donald,200,14217.83,(915) 123-4567,638,TX,2000638,6/30/91,3000638
656,El Paso,819.47,1000133,7625,79999,1725.25,Hampton,101 Random Rd.,Daniel,3900,17062.4,(915) 123-4567,133,TX,2000133,3/7/41,3000133
437,El Paso,23.24,1000869,2978,79999,1932.79,Montoya,101 Random Rd.,Wendy,100,11855.5,(915) 123-4567,869,TX,2000869,9/12/03,3000869
394,El Paso,81.75,1000681,5365,79999,1617.05,Davis,101 Random Rd.,Kenneth,300,5610.47,(915) 123-4567,681,TX,2000681,6/24/59,3000681
824,El Paso,5655.23,1000191,8775,79999,1811.2,Maldonado,101 Random Rd.,Michelle,19500,2977.5,(915) 123-4567,191,TX,2000191,4/16/21,3000191
340,El Paso,108.65,1000340,4301,79999,1767.12,Thompson,101 Random Rd.,Ricky,400,20189.37,(915) 123-4567,340,TX,2000340,3/11/45,3000340
814,El Paso,920.21,1000154,6731,79999,1719.62,Blackwell,101 Random Rd.,Richard,18400,18902.79,(915) 123-4567,154,TX,2000154,8/4/43,3000154
818,El Paso,2016.42,1000955,6482,79999,1788.25,Washington,101 Random Rd.,Ryan,16800,11698.46,(915) 123-4567,955,TX,2000955,7/20/83,3000955
429,El Paso,132,1000053,1679,79968,2477.16,Juarez,500 W. University Ave.,Victor,600,6796.91,(915) 747-5000,53,TX,2000053,3/3/30,3000053
631,El Paso,0.8,1000795,5192,79999,1612.08,Raymond,101 Random Rd.,Debra,1400,17098.54,(915) 123-4567,795,TX,2000795,7/21/40,3000795
572,El Paso,48.36,1000785,1721,79999,2407.89,Mcdonald,101 Random Rd.,Patricia,200,3262.72,(915) 123-4567,785,TX,2000785,12/21/63,3000785
785,El Paso,1144.29,1000150,2897,79999,1892.32,Grant,101 Random Rd.,Derrick,14300,9113.36,(915) 123-4567,150,TX,2000150,2/21/36,3000150
440,El Paso,96.16,1000570,8488,79999,2440.51,Jones,101 Random Rd.,Chris,400,23197.02,(915) 123-4567,570,TX,2000570,11/23/59,3000570
621,El Paso,1248.54,1000846,5851,79999,2125.43,Wilson,101 Random Rd.,Robin,4800,5565.07,(915) 123-4567,846,TX,2000846,7/26/93,3000846
714,El Paso,770.98,1001026,5438,79999,2369.54,Barton,101 Random Rd.,Erin,5500,23847.07,(915) 123-4567,1026,TX,2001026,9/27/96,3001026
571,El Paso,45.16,1000048,7665,79968,1758.06,Dominguez,500 W. University Ave.,Clarissa,500,8514.65,(915) 747-5000,48,TX,2000048,5/13/85,3000048
359,El Paso,36.14,1000524,1556,79999,1589.24,Moses,101 Random Rd.,Victoria,200,17458.39,(915) 123-4567,524,TX,2000524,1/31/70,3000524
659,El Paso,1066.96,1000258,1197,79999,1955.85,Thomas,101 Random Rd.,Karen,4100,24591.84,(915) 123-4567,258,TX,2000258,11/1/18,3000258
380,El Paso,20.49,1000348,3122,79999,1582.22,Moore,101 Random Rd.,Valerie,400,11052.63,(915) 123-4567,348,TX,2000348,3/21/65,3000348
795,El Paso,1380.22,1000247,3761,79999,2288.62,Wright,101 Random Rd.,Christopher,9200,19858.14,(915) 123-4567,247,TX,2000247,2/26/79,3000247
372,El Paso,3.66,1000772,7382,79999,2466.6,Smith,101 Random Rd.,Sean,300,24223.75,(915) 123-4567,772,TX,2000772,6/25/75,3000772
698,El Paso,1008.46,1000397,4894,79999,2026.54,Ramirez,101 Random Rd.,Benjamin,6300,7405.19,(915) 123-4567,397,TX,2000397,6/20/14,3000397
564,El Paso,60.76,1000046,6407,79968,2498.46,DeLaRosa,500 W. University Ave.,Andres,500,13801.52,(915) 747-5000,46,TX,2000046,9/29/74,3000046
780,El Paso,2272.87,1000477,8360,79999,2248.03,Bonilla,101 Random Rd.,Thomas,14200,18832.53,(915) 123-4567,477,TX,2000477,1/17/05,3000477
529,El Paso,66.77,1000705,7402,79999,2039.8,Smith,101 Random Rd.,Gary,600,21838.64,(915) 123-4567,705,TX,2000705,4/13/38,3000705
638,El Paso,720.65,1000628,5481,79999,2090.29,Contreras,101 Random Rd.,Jacob,3000,8355.9,(915) 123-4567,628,TX,2000628,6/23/54,3000628
756,El Paso,2580.95,1000939,6263,79999,2182.44,Rodriguez,101 Random Rd.,Elizabeth,8600,6049.05,(915) 123-4567,939,TX,2000939,8/19/46,3000939
674,El Paso,1160.05,1000850,4586,79999,1763.81,Wilson,101 Random Rd.,Alexander,5800,13272.2,(915) 123-4567,850,TX,2000850,8/1/58,3000850
412,El Paso,24.1,1000755,4176,79999,2016.02,Smith,101 Random Rd.,Megan,400,5030.22,(915) 123-4567,755,TX,2000755,6/29/76,3000755
689,El Paso,1452.48,1000341,8925,79999,1979.91,Williams,101 Random Rd.,Denise,6600,9254.8,(915) 123-4567,341,TX,2000341,6/28/74,3000341
411,El Paso,20.22,1001035,9455,79999,2082.83,Jones,101 Random Rd.,Shelly,100,14224.34,(915) 123-4567,1035,TX,2001035,12/20/21,3001035
768,El Paso,1512.36,1000563,4354,79999,1710.38,Johnson,101 Random Rd.,Christopher,10800,21057.64,(915) 123-4567,563,TX,2000563,10/3/50,3000563
694,El Paso,1360.25,1000143,7805,79999,2182.39,Brooks,101 Random Rd.,Todd,6800,17695.08,(915) 123-4567,143,TX,2000143,12/25/52,3000143
687,El Paso,1400.91,1000412,3798,79999,1603.12,Tran,101 Random Rd.,Zachary,5600,24785.77,(915) 123-4567,412,TX,2000412,5/11/40,3000412
525,El Paso,42.82,1000527,5481,79999,2357.64,Robles,101 Random Rd.,Nancy,200,16126.6,(915) 123-4567,527,TX,2000527,3/8/49,3000527
561,El Paso,24.28,1000625,1151,79999,1739.62,Cunningham,101 Random Rd.,Heather,100,15742.95,(915) 123-4567,625,TX,2000625,11/8/28,3000625
697,El Paso,52.89,1000920,9662,79999,2432.52,Mckenzie,101 Random Rd.,Gary,5200,14558.69,(915) 123-4567,920,TX,2000920,6/18/32,3000920
390,El Paso,12.18,1000774,2320,79999,2163.19,Johnson,101 Random Rd.,Lori,600,7968.47,(915) 123-4567,774,TX,2000774,4/7/19,3000774
573,El Paso,84.67,1000506,5198,79999,2130.53,Maldonado,101 Random Rd.,Hannah,400,7270.68,(915) 123-4567,506,TX,2000506,11/20/68,3000506
706,El Paso,882.6,1000671,3394,79999,2221.45,Schultz,101 Random Rd.,Jennifer,6300,14098.33,(915) 123-4567,671,TX,2000671,10/6/49,3000671
572,El Paso,145.96,1000043,2249,79968,1809.47,Castanon,500 W. University Ave.,Carlos,500,10970.25,(915) 747-5000,43,TX,2000043,11/5/62,3000043
391,El Paso,10.55,1000976,5592,79999,1954.75,Perry,101 Random Rd.,Stephanie,200,8744.93,(915) 123-4567,976,TX,2000976,3/22/21,3000976
806,El Paso,4914.08,1000517,1943,79999,2063.44,Conner,101 Random Rd.,Jamie,18900,20583.51,(915) 123-4567,517,TX,2000517,3/9/30,3000517
329,El Paso,35.55,1000941,3852,79999,1668.85,Castillo,101 Random Rd.,Sharon,500,5240.52,(915) 123-4567,941,TX,2000941,12/7/93,3000941
541,El Paso,15.3,1000225,7168,79999,2013.6,Lara,101 Random Rd.,Ariana,300,23897.47,(915) 123-4567,225,TX,2000225,8/25/97,3000225
751,El Paso,1905.75,1000971,9396,79999,1757.67,Mckay,101 Random Rd.,Douglas,12700,23827.97,(915) 123-4567,971,TX,2000971,10/25/03,3000971
449,Anaheim,92.67,1000018,5649,92802,1849.36,Aladdin,1313 Disneyland Dr.,Jafar,400,4274.91,(714) 781-4636,18,CA,2000018,5/17/91,3000018
331,El Paso,72.87,1000604,6874,79999,2321.44,Edwards,101 Random Rd.,Antonio,600,1466.37,(915) 123-4567,604,TX,2000604,2/17/82,3000604
414,El Paso,16.68,1000672,5967,79999,2432.17,Walker,101 Random Rd.,Ashley,400,4554.12,(915) 123-4567,672,TX,2000672,3/2/19,3000672
784,El Paso,1413.53,1000322,3329,79999,2130.22,Webster,101 Random Rd.,Lindsay,15700,18051.14,(915) 123-4567,322,TX,2000322,11/7/32,3000322
634,El Paso,168.18,1000112,5407,79999,2457.6,Bradley,101 Random Rd.,Renee,1400,12031.29,(915) 123-4567,112,TX,2000112,7/5/57,3000112
741,El Paso,2000.15,1000306,5744,79999,1524.92,Kim,101 Random Rd.,Elizabeth,8000,17391.4,(915) 123-4567,306,TX,2000306,7/31/50,3000306
548,El Paso,27.12,1000218,1320,79999,1531.96,Jones,101 Random Rd.,Cesar,100,23212.11,(915) 123-4567,218,TX,2000218,11/16/01,3000218
830,El Paso,1700.46,1000406,8943,79999,2271.63,Rodriguez,101 Random Rd.,Ricardo,17000,23882.86,(915) 123-4567,406,TX,2000406,7/26/68,3000406
362,El Paso,112.93,1000974,1648,79999,2307.03,Rodriguez,101 Random Rd.,Jerry,400,16624.87,(915) 123-4567,974,TX,2000974,3/29/17,3000974
405,El Paso,10.63,1000736,2330,79999,1771.32,Cowan,101 Random Rd.,Michael,500,9283.3,(915) 123-4567,736,TX,2000736,11/10/03,3000736
321,El Paso,120.92,1000679,2604,79999,2057.14,Johnston,101 Random Rd.,Tyrone,600,18657.89,(915) 123-4567,679,TX,2000679,1/24/15,3000679
518,El Paso,84.72,1000332,1940,79999,2440.07,Cameron,101 Random Rd.,Alexander,400,2206.74,(915) 123-4567,332,TX,2000332,7/5/57,3000332
534,El Paso,90.42,1000584,2560,79999,2029.44,Adams,101 Random Rd.,Sheri,500,23404.84,(915) 123-4567,584,TX,2000584,6/29/01,3000584
659,El Paso,200.66,1000268,2666,79999,2084.6,Jones,101 Random Rd.,Michelle,4000,8488.93,(915) 123-4567,268,TX,2000268,7/8/81,3000268
552,El Paso,108.13,1000199,1604,79999,2322.32,Nolan,101 Random Rd.,James,600,21740.65,(915) 123-4567,199,TX,2000199,11/29/90,3000199
750,El Paso,3161.05,1000100,8780,79999,2005.6,Henderson,101 Random Rd.,Patrick,10900,7522.55,(915) 123-4567,100,TX,2000100,4/3/10,3000100
768,El Paso,174.28,1000302,6840,79999,1574.31,Rodriguez,101 Random Rd.,Bradley,8700,19399.91,(915) 123-4567,302,TX,2000302,10/5/94,3000302
615,El Paso,135.61,1000743,1481,79999,2438.27,Carney,101 Random Rd.,Angela,1500,6077.12,(915) 123-4567,743,TX,2000743,5/15/63,3000743
531,El Paso,150.39,1000935,6691,79999,2014.89,Gillespie,101 Random Rd.,Sharon,600,6671.46,(915) 123-4567,935,TX,2000935,1/15/68,3000935
720,El Paso,1188.21,1000416,4443,79999,2169.64,Johnson,101 Random Rd.,Nicole,5400,8803.92,(915) 123-4567,416,TX,2000416,2/22/57,3000416
808,Anaheim,4240.82,1000002,5486,92802,2242.05,Duck,1313 Disneyland Dr.,Donald,21200,5382.86,(714) 781-4636,2,CA,2000002,7/8/48,3000002
426,El Paso,4.31,1000495,8443,79999,2395.91,Shaw,101 Random Rd.,Darlene,200,6398.69,(915) 123-4567,495,TX,2000495,4/29/81,3000495
767,El Paso,2646.14,1000485,8161,79999,1632.46,Gould,101 Random Rd.,Kevin,12600,20430.5,(915) 123-4567,485,TX,2000485,11/23/31,3000485
313,El Paso,72.81,1001005,2210,79999,2194.03,Jackson,101 Random Rd.,Elizabeth,400,3698.8,(915) 123-4567,1005,TX,2001005,10/9/93,3001005
347,El Paso,8.21,1000141,4766,79999,2193.69,Medina,101 Random Rd.,Sean,400,10544.09,(915) 123-4567,141,TX,2000141,4/15/49,3000141
838,El Paso,5451.95,1000511,7857,79999,1957.58,Chapman,101 Random Rd.,Mary,23700,20362.85,(915) 123-4567,511,TX,2000511,6/25/06,3000511
846,El Paso,4512.89,1000525,8830,79999,1632.8,Watson,101 Random Rd.,Robin,18800,3381.4,(915) 123-4567,525,TX,2000525,1/2/73,3000525
341,El Paso,12.27,1000746,1538,79999,1824.07,Craig,101 Random Rd.,Monica,400,18862.09,(915) 123-4567,746,TX,2000746,6/28/56,3000746
836,El Paso,2805.94,1000430,8351,79999,1640.85,Padilla,101 Random Rd.,Emma,16500,13124.09,(915) 123-4567,430,TX,2000430,7/1/75,3000430
626,El Paso,629.06,1000508,9780,79999,1689.16,Weaver,101 Random Rd.,Tami,3700,12661.22,(915) 123-4567,508,TX,2000508,5/10/14,3000508
390,Anaheim,44.09,1000008,9859,92802,1714.05,Disney,1313 Disneyland Dr.,Cinderella,400,19104.74,(714) 781-4636,8,CA,2000008,6/18/66,3000008
555,El Paso,135.18,1000587,4503,79999,2100.78,Powell,101 Random Rd.,Cynthia,500,23805.68,(915) 123-4567,587,TX,2000587,11/27/15,3000587
316,El Paso,8.62,1000969,4649,79999,2016.09,Rocha,101 Random Rd.,Jeremy,100,6944.81,(915) 123-4567,969,TX,2000969,12/12/67,3000969
354,El Paso,36.18,1000475,1143,79999,1798.21,Strickland,101 Random Rd.,Terri,200,2318.15,(915) 123-4567,475,TX,2000475,1/26/09,3000475
803,El Paso,4131.17,1000602,1115,79999,2259.71,Gates,101 Random Rd.,Brian,24300,15408.46,(915) 123-4567,602,TX,2000602,8/4/05,3000602
793,El Paso,1176.89,1000866,7749,79999,1705.51,Ellis,101 Random Rd.,Christian,14700,14096.12,(915) 123-4567,866,TX,2000866,3/26/55,3000866
394,El Paso,18.1,1000074,1105,79968,1542.8,Ramos,500 W. University Ave.,Sebastian,200,17565.73,(915) 747-5000,74,TX,2000074,9/26/16,3000074
745,El Paso,3354.18,1000711,4200,79999,2473.61,Stewart,101 Random Rd.,Teresa,12900,21717.33,(915) 123-4567,711,TX,2000711,6/3/39,3000711
709,El Paso,949.81,1000162,3960,79999,2097.63,Williams,101 Random Rd.,Jennifer,7300,18291.06,(915) 123-4567,162,TX,2000162,8/30/10,3000162
732,El Paso,1610.12,1000799,6962,79999,2178.39,Davidson,101 Random Rd.,Holly,7000,15920.86,(915) 123-4567,799,TX,2000799,10/12/52,3000799
723,Anaheim,780.69,1000017,5921,92802,2203.88,Lightyear,1313 Disneyland Dr.,Buzz,6000,12688.46,(714) 781-4636,17,CA,2000017,1/22/83,3000017
586,El Paso,658.9,1000707,4454,79999,2123.75,Davis,101 Random Rd.,John,4700,24051.64,(915) 123-4567,707,TX,2000707,1/31/16,3000707
480,El Paso,33.59,1000586,7889,79999,2239.7,Morgan,101 Random Rd.,James,300,12747.45,(915) 123-4567,586,TX,2000586,6/21/28,3000586
656,El Paso,625.69,1000519,3233,79999,2368.95,Smith,101 Random Rd.,Margaret,2500,6614.02,(915) 123-4567,519,TX,2000519,11/20/86,3000519
524,El Paso,20.73,1000104,3406,79999,1509.24,Mccormick,101 Random Rd.,Melissa,400,23742.83,(915) 123-4567,104,TX,2000104,5/9/49,3000104
329,El Paso,90.35,1000185,8331,79999,1958.5,Scott,101 Random Rd.,Cody,500,11631.51,(915) 123-4567,185,TX,2000185,10/11/81,3000185
540,Anaheim,24.58,1000034,1346,92802,2067.74,Disney,1313 Disneyland Dr.,Mulan,200,9605.05,(714) 781-4636,34,CA,2000034,7/13/31,3000034
497,El Paso,54.22,1000857,3967,79999,2337.04,Harrison,101 Random Rd.,Kevin,600,16324.71,(915) 123-4567,857,TX,2000857,3/19/75,3000857
659,El Paso,1012.66,1000792,6801,79999,2192.55,Hall,101 Random Rd.,Colleen,4400,13034.35,(915) 123-4567,792,TX,2000792,1/13/50,3000792
793,El Paso,1224.58,1000617,4733,79999,2278.56,Hughes,101 Random Rd.,Janet,10200,14534.91,(915) 123-4567,617,TX,2000617,12/26/96,3000617
819,El Paso,4104.67,1000944,5469,79999,1626.67,Kennedy,101 Random Rd.,Suzanne,21600,14106.89,(915) 123-4567,944,TX,2000944,9/21/47,3000944
848,El Paso,840.62,1000921,4982,79999,2071.17,Short,101 Random Rd.,Gregory,21000,4553.62,(915) 123-4567,921,TX,2000921,3/10/39,3000921
601,El Paso,629.59,1000353,6671,79999,1631.36,Smith,101 Random Rd.,Kenneth,3700,15928.11,(915) 123-4567,353,TX,2000353,4/5/98,3000353
567,El Paso,60.9,1000882,5823,79999,1747.69,Villanueva,101 Random Rd.,Christina,400,21181.5,(915) 123-4567,882,TX,2000882,12/21/00,3000882
569,El Paso,65.69,1000251,4883,79999,1649.58,Ford,101 Random Rd.,Alexis,500,15772.57,(915) 123-4567,251,TX,2000251,7/25/65,3000251
627,El Paso,128.68,1000745,2163,79999,2152.59,Scott,101 Random Rd.,Jared,800,23482.65,(915) 123-4567,745,TX,2000745,1/10/94,3000745
605,El Paso,77.13,1000683,3584,79999,1745.93,Nguyen,101 Random Rd.,Rebecca,1100,16020.81,(915) 123-4567,683,TX,2000683,12/27/92,3000683
469,El Paso,9.56,1000157,5255,79999,1955.46,Kirk,101 Random Rd.,Melanie,100,10128.37,(915) 123-4567,157,TX,2000157,11/23/51,3000157
487,El Paso,0.27,1000118,5648,79999,2088.6,Roberts,101 Random Rd.,Sean,500,23254.31,(915) 123-4567,118,TX,2000118,11/20/79,3000118
330,El Paso,69.7,1000560,5676,79999,1702.17,Beltran,101 Random Rd.,Gerald,300,23499.43,(915) 123-4567,560,TX,2000560,7/13/28,3000560
581,El Paso,264.61,1000108,4379,79999,1983.07,Gallagher,101 Random Rd.,Chelsea,2200,21118.35,(915) 123-4567,108,TX,2000108,3/19/35,3000108
417,El Paso,32.15,1000599,9818,79999,1691.92,Smith,101 Random Rd.,Jennifer,200,7370.96,(915) 123-4567,599,TX,2000599,2/3/18,3000599
